"","month","day","year","totalEnergy","date","maxTemp","sunlightDuration"
"613",8,12,2013,69115.51083935,"2013-08-12",26.2,802.9148415
"614",8,12,2014,67330.432668312,"2014-08-12",NA,802.9148415
"615",8,12,2015,66973.76626575,"2015-08-12",NA,802.9148415
"616",8,13,2013,69362.1557451,"2013-08-13",26.2,801.2688614
"617",8,13,2014,65324.13705194,"2014-08-13",NA,801.2688614
"618",8,13,2015,69475.0207459,"2015-08-13",NA,801.2688614
"619",8,14,2013,67681.904110343,"2013-08-14",28.6,799.6081636
"620",8,14,2014,64701.496958624,"2014-08-14",NA,799.6081636
"621",8,14,2015,68831.448342473,"2015-08-14",NA,799.6081636
"622",8,15,2013,68925.9824525,"2013-08-15",27.8,797.9332799
"623",8,15,2014,66386.488684312,"2014-08-15",NA,797.9332799
"624",8,15,2015,67488.838747538,"2015-08-15",NA,797.9332799
"625",8,16,2013,69406.4777855,"2013-08-16",28.4,796.2447307
"626",8,16,2014,67884.910250575,"2014-08-16",NA,796.2447307
"627",8,16,2015,63651.158856,"2015-08-16",NA,796.2447307
"628",8,17,2013,69699.7940065,"2013-08-17",29.1,794.5430249
"629",8,17,2014,64193.740147,"2014-08-17",NA,794.5430249
"630",8,17,2015,63790.020417,"2015-08-17",NA,794.5430249
"631",8,18,2013,69971.392253,"2013-08-18",27.5,792.82866
"632",8,18,2014,62416.072975,"2014-08-18",NA,792.82866
"633",8,18,2015,64404.568437,"2015-08-18",NA,792.82866
"634",8,19,2013,70358.060561,"2013-08-19",27.4,791.102122
"635",8,19,2014,63761.3172005,"2014-08-19",NA,791.102122
"636",8,19,2015,64876.517904,"2015-08-19",NA,791.102122
"637",8,20,2013,67985.1492994,"2013-08-20",28.5,789.3638854
"638",8,20,2014,64332.4999271,"2014-08-20",NA,789.3638854
"639",8,20,2015,65444.539029,"2015-08-20",NA,789.3638854
"640",8,21,2013,67980.84545856,"2013-08-21",28.3,787.6144136
"641",8,21,2014,65386.5405093,"2014-08-21",NA,787.6144136
"642",8,21,2015,65428.38849,"2015-08-21",NA,787.6144136
"643",8,22,2013,68289.9500097,"2013-08-22",27.6,785.8541587
"644",8,22,2014,65933.4221645,"2014-08-22",NA,785.8541587
"645",8,22,2015,66570.006888,"2015-08-22",NA,785.8541587
"646",8,23,2013,69149.9918969,"2013-08-23",26.2,784.0835615
"647",8,23,2014,64153.4535591,"2014-08-23",NA,784.0835615
"648",8,23,2015,63699.6779807,"2015-08-23",NA,784.0835615
"649",8,24,2013,64458.791473,"2013-08-24",25.1,782.3030522
"650",8,24,2014,63667.996749,"2014-08-24",NA,782.3030522
"651",8,24,2015,66968.1694306,"2015-08-24",NA,782.3030522
"652",8,25,2013,59439.996301884,"2013-08-25",26.4,780.5130502
"653",8,25,2014,63903.56124613,"2014-08-25",NA,780.5130502
"654",8,25,2015,53952.7598776,"2015-08-25",NA,780.5130502
"655",8,26,2013,66913.59173544,"2013-08-26",27.6,778.7139641
"656",8,26,2014,65103.7246666056,"2014-08-26",NA,778.7139641
"657",8,26,2015,65327.2790105,"2015-08-26",NA,778.7139641
"658",8,27,2013,64560.749902376,"2013-08-27",27.3,776.9061925
"659",8,27,2014,64118.925239712,"2014-08-27",NA,776.9061925
"660",8,27,2015,62997.142333024,"2015-08-27",NA,776.9061925
"661",8,28,2013,63228.396254874,"2013-08-28",28.3,775.0901239
"662",8,28,2014,60485.55465135,"2014-08-28",NA,775.0901239
"663",8,28,2015,65585.607895,"2015-08-28",NA,775.0901239
"664",8,29,2013,63219.891444397,"2013-08-29",28.6,773.2661369
"665",8,29,2014,62679.5273701806,"2014-08-29",NA,773.2661369
"666",8,29,2015,65095.722947878,"2015-08-29",NA,773.2661369
"667",8,30,2013,64565.734744713,"2013-08-30",29.5,771.4346006
"668",8,30,2014,60473.621510768,"2014-08-30",NA,771.4346006
"669",8,30,2015,64888.563244334,"2015-08-30",NA,771.4346006
"670",8,31,2013,63939.73708171,"2013-08-31",27.3,769.595875
"671",8,31,2014,57923.41001555,"2014-08-31",NA,769.595875
"672",8,31,2015,62294.63386865,"2015-08-31",NA,769.595875
"673",9,1,2013,61405.538222914,"2013-09-01",26.7,767.7503112
"674",9,1,2014,54410.69929063,"2014-09-01",NA,767.7503112
"675",9,2,2013,62166.43507677,"2013-09-02",28.6,765.8982516
"676",9,2,2014,57162.0988994,"2014-09-02",NA,765.8982516
"677",9,3,2013,62580.13636842,"2013-09-03",26.4,764.0400305
"678",9,3,2014,62071.207936,"2014-09-03",NA,764.0400305
"679",9,4,2013,55731.533468,"2013-09-04",24,762.1759744
"680",9,4,2014,59573.6429373,"2014-09-04",NA,762.1759744
"681",9,5,2013,53499.6843185,"2013-09-05",25.3,760.3064022
"682",9,5,2014,56893.708303,"2014-09-05",NA,760.3064022
"683",9,6,2013,63769.6132444,"2013-09-06",27.4,758.4316255
"684",9,6,2014,53718.217549163,"2014-09-06",NA,758.4316255
"685",9,7,2013,63639.07738325,"2013-09-07",24.9,756.5519497
"686",9,7,2014,55286.798976,"2014-09-07",NA,756.5519497
"687",9,8,2013,64242.65686,"2013-09-08",24.9,754.6676732
"688",9,8,2014,51109.943503216,"2014-09-08",NA,754.6676732
"689",9,9,2013,60579.828266,"2013-09-09",24.9,752.779089
"690",9,9,2014,55642.168975,"2014-09-09",NA,752.779089
"691",9,10,2013,60262.918343,"2013-09-10",26.4,750.8864843
"692",9,10,2014,58182.0327,"2014-09-10",NA,750.8864843
"693",9,11,2013,59376.4418599,"2013-09-11",28.6,748.9901413
"694",9,11,2014,56922.2170826,"2014-09-11",NA,748.9901413
"695",9,12,2013,58460.446625,"2013-09-12",30.2,747.0903375
"696",9,12,2014,58759.580712,"2014-09-12",NA,747.0903375
"697",9,13,2013,56829.782912,"2013-09-13",31.1,745.1873461
"698",9,13,2014,58047.597120958,"2014-09-13",NA,745.1873461
"699",9,14,2013,57225.6214595,"2013-09-14",31.3,743.2814366
"700",9,14,2014,57932.2857386,"2014-09-14",NA,743.2814366
"701",9,15,2013,58564.5048736,"2013-09-15",27.2,741.3728751
"702",9,15,2014,45943.166259,"2014-09-15",NA,741.3728751
"703",9,16,2013,62264.2366812,"2013-09-16",23.8,739.4619247
"704",9,16,2014,58380.87526864,"2014-09-16",NA,739.4619247
"705",9,17,2013,59607.7013888,"2013-09-17",25,737.5488463
"706",9,17,2014,52016.1105283,"2014-09-17",NA,737.5488463
"707",9,18,2013,51504.78839193,"2013-09-18",23.6,735.6338984
"708",9,18,2014,50976.04820577,"2014-09-18",NA,735.6338984
"709",9,19,2013,55537.801459,"2013-09-19",29.3,733.7173385
"710",9,19,2014,54571.47239057,"2014-09-19",NA,733.7173385
"711",9,20,2013,45137.1189513,"2013-09-20",23.7,731.7994225
"712",9,20,2014,53889.700618624,"2014-09-20",NA,731.7994225
"713",9,21,2013,40592.9676841,"2013-09-21",21.6,729.8804062
"714",9,21,2014,52026.64361627,"2014-09-21",NA,729.8804062
"715",9,22,2013,55218.597784,"2013-09-22",22.5,727.9605448
"716",9,22,2014,56216.65864,"2014-09-22",NA,727.9605448
"717",9,23,2013,55274.322048,"2013-09-23",22.2,726.0400943
"718",9,23,2014,49528.6772462,"2014-09-23",NA,726.0400943
"719",9,24,2013,46840.3644375,"2013-09-24",19.5,724.1193113
"720",9,24,2014,51184.6552545,"2014-09-24",NA,724.1193113
"721",9,25,2013,57664.610667,"2013-09-25",21.7,722.1984538
"722",9,25,2014,52802.455374,"2014-09-25",NA,722.1984538
"723",9,26,2013,60144.302896,"2013-09-26",25.5,720.2777816
"724",9,26,2014,47729.692993,"2014-09-26",NA,720.2777816
"725",9,27,2013,57368.41253775,"2013-09-27",23.6,718.3575569
"726",9,27,2014,50185.92925376,"2014-09-27",NA,718.3575569
"727",9,28,2013,61427.0313203,"2013-09-28",22,716.4380445
"728",9,28,2014,23528.1955824,"2014-09-28",NA,716.4380445
"729",9,29,2013,59584.164417796,"2013-09-29",23.2,714.5195126
"730",9,29,2014,42059.252899,"2014-09-29",NA,714.5195126
"731",9,30,2013,55561.17996739,"2013-09-30",25.3,712.6022334
"732",9,30,2014,37911.137457624,"2014-09-30",NA,712.6022334
"733",10,1,2013,56239.830593,"2013-10-01",24.2,710.6864829
"734",10,1,2014,46282.953645624,"2014-10-01",NA,710.6864829
"735",10,2,2013,57285.1359297,"2013-10-02",24.4,708.7725424
"736",10,2,2014,40098.937713,"2014-10-02",NA,708.7725424
"737",10,3,2013,47544.6674636,"2013-10-03",22.4,706.8606981
"738",10,3,2014,48318.5593345,"2014-10-03",NA,706.8606981
"739",10,4,2013,45977.421386,"2013-10-04",20.1,704.9512421
"740",10,4,2014,51259.77273322,"2014-10-04",NA,704.9512421
"741",10,5,2013,48024.6392934,"2013-10-05",17.8,703.0444728
"742",10,5,2014,51596.8440447,"2014-10-05",NA,703.0444728
"743",10,6,2013,50435.4266187,"2013-10-06",17.6,701.1406953
"744",10,6,2014,49293.27762715,"2014-10-06",NA,701.1406953
"745",10,7,2013,57373.6995419,"2013-10-07",18.4,699.2402219
"746",10,7,2014,47105.106492,"2014-10-07",NA,699.2402219
"747",10,8,2013,49594.06135,"2013-10-08",20.3,697.3433728
"748",10,8,2014,43876.518907,"2014-10-08",NA,697.3433728
"749",10,9,2013,54938.83140937,"2013-10-09",22.6,695.4504762
"750",10,9,2014,40160.7539023,"2014-10-09",NA,695.4504762
"751",10,10,2014,39585.869365,"2014-10-10",NA,693.5618692
"752",10,11,2013,51732.1440866,"2013-10-11",24.1,691.6778979
"753",10,11,2014,39199.896419,"2014-10-11",NA,691.6778979
"754",10,12,2013,53031.654186525,"2013-10-12",22.4,689.7989182
"755",10,12,2014,35667.5563377,"2014-10-12",NA,689.7989182
"756",10,13,2013,51549.59730347,"2013-10-13",23,687.9252961
"757",10,13,2014,44751.3757173,"2014-10-13",NA,687.9252961
"758",10,14,2013,50487.32543002,"2013-10-14",22.1,686.0574078
"759",10,14,2014,38314.724809063,"2014-10-14",NA,686.0574078
"760",10,15,2013,50481.571696144,"2013-10-15",23,684.1956411
"761",10,15,2014,34007.3206089,"2014-10-15",NA,684.1956411
"762",10,16,2013,48223.123771942,"2013-10-16",24.5,682.3403947
"763",10,16,2014,38452.11706193,"2014-10-16",NA,682.3403947
"764",10,17,2013,48385.944323,"2013-10-17",23.1,680.4920793
"765",10,17,2014,44632.156968952,"2014-10-17",NA,680.4920793
"766",10,18,2013,34680.94881081,"2013-10-18",21.5,678.6511181
"767",10,18,2014,44237.944654099,"2014-10-18",NA,678.6511181
"768",10,19,2013,32800.3035886,"2013-10-19",18.2,676.8179466
"769",10,19,2014,731.46214,"2014-10-19",NA,676.8179466
"770",10,20,2013,50050.915031,"2013-10-20",19.6,674.9930134
"771",10,21,2013,48597.886609,"2013-10-21",21.4,673.1767805
"772",10,21,2014,48056.623325,"2014-10-21",NA,673.1767805
"773",10,22,2013,46304.711904,"2013-10-22",25,671.3697236
"774",10,22,2014,41463.59998,"2014-10-22",NA,671.3697236
"775",10,23,2013,46363.0281073,"2013-10-23",23.3,669.5723323
"776",10,23,2014,48328.5974051,"2014-10-23",NA,669.5723323
"777",10,24,2013,46843.925132,"2013-10-24",21.1,667.7851106
"778",10,24,2014,45468.46359,"2014-10-24",NA,667.7851106
"779",10,25,2013,46109.14106945,"2013-10-25",20.7,666.0085769
"780",10,25,2014,45709.9134843,"2014-10-25",NA,666.0085769
"781",10,26,2013,45488.3488116,"2013-10-26",20.2,664.2432644
"782",10,26,2014,45062.7170842,"2014-10-26",NA,664.2432644
"783",10,27,2013,44542.15235915,"2013-10-27",20.3,662.4897212
"784",10,27,2014,44649.8081137,"2014-10-27",NA,662.4897212
"785",10,28,2013,45314.065713012,"2013-10-28",21,660.7485104
"786",10,28,2014,40445.951708,"2014-10-28",NA,660.7485104
"787",10,29,2013,42641.26753863,"2013-10-29",23.5,659.0202105
"788",10,29,2014,43312.80340275,"2014-10-29",NA,659.0202105
"789",10,30,2013,34184.1872129,"2013-10-30",20.6,657.305415
"790",10,30,2014,32141.634927,"2014-10-30",NA,657.305415
"791",10,31,2013,37931.3557087,"2013-10-31",19.6,655.6047328
"792",11,1,2013,32425.6696446,"2013-11-01",18.4,653.9187881
"793",11,2,2013,31054.660752978,"2013-11-02",18.3,652.2482204
"794",11,3,2013,42928.13110972,"2013-11-03",19.4,650.593684
"795",11,4,2013,41131.0505383,"2013-11-04",20.9,648.9558484
"796",11,4,2014,33014.8760121,"2014-11-04",NA,648.9558484
"797",11,5,2013,39517.54379291,"2013-11-05",22.5,647.3353975
"798",11,5,2014,30599.64233092,"2014-11-05",NA,647.3353975
"799",11,6,2013,39993.6329975293,"2013-11-06",23.2,645.7330299
"800",11,6,2014,44106.08660919,"2014-11-06",NA,645.7330299
"801",11,7,2013,32933.883721,"2013-11-07",21.5,644.1494578
"802",11,7,2014,44943.7921003,"2014-11-07",NA,644.1494578
"803",11,8,2013,28143.361919306,"2013-11-08",22.3,642.5854074
"804",11,8,2014,44615.9103096,"2014-11-08",NA,642.5854074
"805",11,9,2013,30317.42053272,"2013-11-09",19.4,641.0416179
"806",11,9,2014,41188.698336,"2014-11-09",NA,641.0416179
"807",11,10,2013,40548.7342747,"2013-11-10",21.2,639.5188408
"808",11,10,2014,40844.891537955,"2014-11-10",NA,639.5188408
"809",11,11,2013,40536.77222,"2013-11-11",19,638.0178399
"810",11,11,2014,38569.649728,"2014-11-11",NA,638.0178399
"811",11,12,2013,34052.07772,"2013-11-12",17.9,636.53939
"812",11,12,2014,38794.0647299,"2014-11-12",NA,636.53939
"813",11,13,2013,30548.5485974,"2013-11-13",19.6,635.0842764
"814",11,13,2014,35280.9559362,"2014-11-13",NA,635.0842764
"815",11,14,2013,38914.17288868,"2013-11-14",20.3,633.6532938
"816",11,14,2014,36159.2284046,"2014-11-14",NA,633.6532938
"817",11,15,2013,36063.7763523,"2013-11-15",19.4,632.2472458
"818",11,15,2014,39591.425707312,"2014-11-15",NA,632.2472458
"819",11,16,2013,39317.4177521,"2013-11-16",17.5,630.8669434
"820",11,16,2014,25199.1774057,"2014-11-16",NA,630.8669434
"821",11,17,2013,31911.796140412,"2013-11-17",15.5,629.5132043
"822",11,17,2014,23518.402547,"2014-11-17",NA,629.5132043
"823",11,18,2013,27402.7458524,"2013-11-18",15,628.1868513
"824",11,18,2014,37814.849188624,"2014-11-18",NA,628.1868513
"825",11,19,2013,36948.12767051,"2013-11-19",15.8,626.8887117
"826",11,19,2014,39738.3658372,"2014-11-19",NA,626.8887117
"827",11,20,2013,37226.8993047,"2013-11-20",16.1,625.6196152
"828",11,20,2014,38297.90653419,"2014-11-20",NA,625.6196152
"829",11,21,2013,36443.53230416,"2013-11-21",17.4,624.380393
"830",11,21,2014,26101.32653864,"2014-11-21",NA,624.380393
"831",11,22,2013,35274.4261015,"2013-11-22",20.8,623.1718764
"832",11,22,2014,23540.42479676,"2014-11-22",NA,623.1718764
"833",11,23,2013,32297.0082046,"2013-11-23",22.4,621.9948948
"834",11,23,2014,27383.137362,"2014-11-23",NA,621.9948948
"835",11,24,2013,32008.414889,"2013-11-24",17.6,620.8502744
"836",11,24,2014,12105.76812129,"2014-11-24",NA,620.8502744
"837",11,25,2013,34564.2412946,"2013-11-25",22.6,619.7388368
"838",11,25,2014,29089.040472403,"2014-11-25",NA,619.7388368
"839",11,26,2013,35951.554117249,"2013-11-26",27.2,618.6613967
"840",11,26,2014,15125.974086,"2014-11-26",NA,618.6613967
"841",11,27,2013,29829.9587652,"2013-11-27",27.2,617.6187603
"842",11,27,2014,7161.98385376,"2014-11-27",NA,617.6187603
"843",11,28,2013,34419.139711864,"2013-11-28",19.6,616.611724
"844",11,28,2014,34834.113193,"2014-11-28",NA,616.611724
"845",11,29,2013,22960.8868654,"2013-11-29",13.4,615.6410718
"846",11,29,2014,29790.245688,"2014-11-29",NA,615.6410718
"847",11,30,2013,37383.5764365,"2013-11-30",16.1,614.7075739
"848",11,30,2014,31835.6118198,"2014-11-30",NA,614.7075739
"849",12,1,2013,24955.0932554,"2013-12-01",18.5,613.8119845
"850",12,1,2014,31493.0064006,"2014-12-01",NA,613.8119845
"851",12,2,2013,24701.7680904,"2013-12-02",22.8,612.9550401
"852",12,2,2014,35007.9179177,"2014-12-02",NA,612.9550401
"853",12,3,2013,18429.228814,"2013-12-03",23.8,612.1374577
"854",12,3,2014,31857.171726,"2014-12-03",NA,612.1374577
"855",12,4,2013,20422.4878219,"2013-12-04",14.5,611.3599322
"856",12,4,2014,33802.22422496,"2014-12-04",NA,611.3599322
"857",12,5,2013,13720.1071003,"2013-12-05",10.8,610.6231354
"858",12,5,2014,34700.806583981,"2014-12-05",NA,610.6231354
"859",12,6,2013,14099.361313,"2013-12-06",10.2,609.9277132
"860",12,6,2014,33897.637350724,"2014-12-06",NA,609.9277132
"861",12,7,2013,32916.3199045,"2013-12-07",12.5,609.2742846
"862",12,7,2014,34223.61259925,"2014-12-07",NA,609.2742846
"863",12,8,2013,16039.897334,"2013-12-08",10.3,608.6634392
"864",12,8,2014,30916.32733222,"2014-12-08",NA,608.6634392
"865",12,9,2013,25583.1197041,"2013-12-09",9.4,608.0957359
"866",12,9,2014,22588.3325402,"2014-12-09",NA,608.0957359
"867",12,10,2013,11943.236231712,"2013-12-10",7.3,607.5717007
"868",12,10,2014,35839.70358595,"2014-12-10",NA,607.5717007
"869",12,11,2013,3977.397579027,"2013-12-11",6.2,607.0918257
"870",12,11,2014,32569.487532725,"2014-12-11",NA,607.0918257
"871",12,12,2013,672.344887971019,"2013-12-12",2.2,606.6565669
"872",12,12,2014,21623.5303529,"2014-12-12",NA,606.6565669
"873",12,13,2013,10456.808902334,"2013-12-13",0.2,606.2663433
"874",12,13,2014,37064.948377312,"2014-12-13",NA,606.2663433
"875",12,14,2013,4868.571139727,"2013-12-14",0.3,605.9215353
"876",12,14,2014,13155.311966,"2014-12-14",NA,605.9215353
"877",12,15,2013,26806.76592359,"2013-12-15",2.5,605.6224833
"878",12,15,2014,28712.6097815,"2014-12-15",NA,605.6224833
"879",12,16,2013,27288.433684556,"2013-12-16",5.2,605.3694869
"880",12,16,2014,36015.583548497,"2014-12-16",NA,605.3694869
"881",12,17,2013,23732.370747853,"2013-12-17",6.3,605.1628036
"882",12,17,2014,30435.23043573,"2014-12-17",NA,605.1628036
"883",12,18,2013,26762.5081614,"2013-12-18",9,605.0026483
"884",12,18,2014,24929.37148716,"2014-12-18",NA,605.0026483
"885",12,19,2013,28281.3821667,"2013-12-19",11.1,604.889192
"886",12,19,2014,17093.1439045,"2014-12-19",NA,604.889192
"887",12,20,2013,30909.04870394,"2013-12-20",10.3,604.8225618
"888",12,20,2014,27764.31170797,"2014-12-20",NA,604.8225618
"889",12,21,2013,34720.47524637,"2013-12-21",10.6,604.8028404
"890",12,21,2014,31215.6828413,"2014-12-21",NA,604.8028404
"891",12,22,2013,35278.3441361,"2013-12-22",12.4,604.8300652
"892",12,22,2014,21727.7834041,"2014-12-22",NA,604.8300652
"893",12,23,2013,37557.44914926,"2013-12-23",10.7,604.9042289
"894",12,23,2014,23782.8951342,"2014-12-23",NA,604.9042289
"895",12,24,2013,37696.6070241,"2013-12-24",10.4,605.0252792
"896",12,24,2014,30301.8152965,"2014-12-24",NA,605.0252792
"897",12,25,2013,35375.4063027,"2013-12-25",10.6,605.193119
"898",12,25,2014,37022.9677381,"2014-12-25",NA,605.193119
"899",12,26,2013,20917.097141,"2013-12-26",16.9,605.4076066
"900",12,26,2014,34676.5312008,"2014-12-26",NA,605.4076066
"901",12,27,2013,34888.779478,"2013-12-27",15.3,605.6685564
"902",12,27,2014,34833.7758296,"2014-12-27",NA,605.6685564
"903",12,28,2013,27000.673303245,"2013-12-28",14.5,605.9757395
"904",12,28,2014,34782.8786281,"2014-12-28",NA,605.9757395
"905",12,29,2013,18911.9868455,"2013-12-29",11.1,606.3288842
"906",12,29,2014,35247.73446152,"2014-12-29",NA,606.3288842
"907",12,30,2013,25305.97349977,"2013-12-30",9.1,606.7276772
"908",12,30,2014,34587.83855815,"2014-12-30",NA,606.7276772
"909",12,31,2013,21277.64600161,"2013-12-31",8.6,607.1717645
"910",12,31,2014,35496.17398844,"2014-12-31",NA,607.1717645
